"","Value","Groups","Rank","Taxa"
"60",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"61",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"62",262,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"63",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"64",2939,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"65",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"66",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"67",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"68",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"69",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"70",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"71",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"72",185,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"73",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"74",6149,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"75",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"76",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"77",302,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"78",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"79",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"80",1636,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"81",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"82",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"83",57,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"84",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"85",299,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"86",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"87",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"88",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"89",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"90",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"91",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"92",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"93",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"94",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"95",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"96",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"97",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"98",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"99",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"100",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"101",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"102",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"103",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"104",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"105",0,"Facility2",29,"g__Plectosphaerella padj = 1.0828e-14"
"106",0,"Facility1",29,"g__Plectosphaerella padj = 1.0828e-14"
"107",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"108",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"109",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"110",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"111",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"112",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"113",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"114",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"115",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"116",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"117",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"118",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"119",0,"Facility3",29,"g__Plectosphaerella padj = 1.0828e-14"
"120",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"121",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"122",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"123",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"124",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"125",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"126",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"127",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"128",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"129",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"130",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"131",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"132",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"133",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"134",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"135",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"136",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"137",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"138",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"139",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"140",17,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"141",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"142",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"143",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"144",16,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"145",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"146",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"147",190,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"148",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"149",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"150",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"151",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"152",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"153",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"154",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"155",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"156",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"157",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"158",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"159",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"160",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"161",81,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"162",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"163",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"164",145,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"165",1007,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"166",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"167",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"168",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"169",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"170",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"171",207,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"172",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"173",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"174",331,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"175",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"176",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"177",102067,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"178",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"179",37,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"180",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"181",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"182",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"183",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"184",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"185",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"186",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"187",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"188",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"189",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"190",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"191",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"192",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"193",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"194",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"195",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"196",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"197",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"198",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"199",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"200",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"201",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"202",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"203",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"204",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"205",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"206",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"207",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"208",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"209",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"210",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"211",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"212",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"213",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"214",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"215",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"216",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"217",315,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"218",159,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"219",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"220",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"221",76533,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"222",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"223",54879,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"224",0,"Facility2",40,"g__Chordomyces padj = 9.9066e-12"
"225",0,"Facility1",40,"g__Chordomyces padj = 9.9066e-12"
"226",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"227",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"228",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"229",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"230",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"231",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"232",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"233",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"234",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"235",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"236",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"237",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"238",0,"Facility3",40,"g__Chordomyces padj = 9.9066e-12"
"239",1308,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"240",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"241",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"242",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"243",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"244",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"245",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"246",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"247",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"248",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"249",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"250",13,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"251",180,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"252",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"253",99,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"254",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"255",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"256",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"257",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"258",335,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"259",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"260",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"261",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"262",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"263",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"264",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"265",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"266",15,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"267",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"268",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"269",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"270",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"271",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"272",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"273",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"274",456,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"275",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"276",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"277",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"278",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"279",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"280",80,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"281",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"282",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"283",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"284",164,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"285",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"286",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"287",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"288",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"289",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"290",52,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"291",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"292",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"293",49,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"294",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"295",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"296",409,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"297",75085,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"298",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"299",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"300",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"301",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"302",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"303",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"304",130,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"305",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"306",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"307",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"308",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"309",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"310",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"311",314,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"312",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"313",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"314",20,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"315",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"316",421,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"317",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"318",183,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"319",180,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"320",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"321",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"322",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"323",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"324",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"325",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"326",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"327",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"328",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"329",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"330",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"331",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"332",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"333",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"334",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"335",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"336",24,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"337",5383,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"338",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"339",34,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"340",700,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"341",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"342",6773,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"343",0,"Facility2",15,"g__Sarocladium padj = 0.00015284"
"344",0,"Facility1",15,"g__Sarocladium padj = 0.00015284"
"345",88,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"346",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"347",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"348",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"349",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"350",22,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"351",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"352",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"353",11028,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"354",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"355",0,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"356",45,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"357",151,"Facility3",15,"g__Sarocladium padj = 0.00015284"
"358",0,"Facility2",71,"g__Clonostachys padj = 0.00010193"
"359",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"360",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"361",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"362",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"363",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"364",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"365",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"366",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"367",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"368",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"369",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"370",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"371",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"372",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"373",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"374",0,"Facility3",71,"g__Clonostachys padj = 0.00010193"
"375",0,"Facility2",71,"g__Clonostachys padj = 0.00010193"
"376",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"377",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"378",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"379",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"380",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"381",0,"Facility2",71,"g__Clonostachys padj = 0.00010193"
"382",8,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"383",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"384",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"385",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"386",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"387",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"388",0,"Facility2",71,"g__Clonostachys padj = 0.00010193"
"389",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"390",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"391",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"392",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"393",0,"Facility2",71,"g__Clonostachys padj = 0.00010193"
"394",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"395",0,"Facility2",71,"g__Clonostachys padj = 0.00010193"
"396",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"397",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"398",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"399",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"400",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
"401",0,"Facility1",71,"g__Clonostachys padj = 0.00010193"
