"","Genus","Fall","Spring","Summer","Winter"
"87","Neopyrenochaeta",0.0654055796339656,0.00319002855075553,0.0209961919538172,0
"88","Neosetophoma",0.00464641573874299,0.0573634906703578,0.107160311397012,0.00720163940438181
"89","Nigrospora",0.000864895470694692,0.0145086296857189,0,0
"90","Oidiodendron",0.00306317424079053,0.00273375919226528,0.00466128029832194,0.0439727932303231
"91","Ophiostoma",0.272682699357054,0.152778144412696,0.0398722995196332,0.326274579912235
"92","Orbilia",0.0232057821759589,0,0,0
"93","Paecilomyces",0.0294089363143995,0.141007907289529,0.0758073035806243,0.270884947726388
"94","Papiliotrema",0.195050269799126,0.268126597603409,0.04141719552624,0.251279689643798
"95","Paraphoma",0.102748860054049,0.347194315417982,0.646252897237343,0.243563632699504
"96","Parapyrenochaeta",0.00935891142814791,0.000733333652991592,0,0
"97","Penicillium",12.0375235199809,8.03648019135783,1.84529132290557,7.21328589054984
"98","Periconia",0.0066138517059424,0.000848693206953485,0,0.163648076344655
"99","Petriella",0.00546713216631514,0.00378375721433429,0,0.00298590754600614
"100","Phaeococcomyces",0.0234516068988507,0.0227695325153844,0.000673689397428143,0.00625449480304057
"101","Phaeoisaria",0.00072313461492871,0.0193841222477781,0,0.00128665354280053
"102","Phanerochaete",0.00690820118020486,0.0163971326456494,0,0.0536263991956693
"103","Phialemonium",0.0396512538863052,0.000918341552490228,0,0.0283867692985826
"104","Pichia",0.0645167087272779,0.0200195651523404,0.130290412949595,0.122505553465466
"105","Piskurozyma",0.242041488344034,0.505599307067659,0.398410754392631,0.172305358139434
"106","Plectosphaerella",0,0,1.01918094253719,0
"107","Pleurostoma",0,0.024046577750667,0,0.0762530639899738
"108","Preussia",0.0134646082442484,0.000919417640866275,0,0.017678786382497
"109","Proceropycnis",0,0,0,0.0108625921183841
"110","Pseudogymnoascus",1.06703181634516,0.029053069258928,0.0474761712737305,0.0650078916053195
"111","Pseudopithomyces",0.0862879666877699,0.0204098635001128,0.00436896519482301,0.11851083268871
"112","Pseudotremella",0.00455166135639508,0.00848740520271312,0,0.00432441782525027
"113","Pyrenochaetopsis",0.00102919110995553,0.0554452377582426,0,0
"114","Ramularia",0.00207630789498178,0.0186787209942538,0.00993464790854474,0
"115","Rhizopus",2.9431521553251,1.63526423349884,2.68241226213717,3.86761068132145
"116","Rhodosporidiobolus",1.16714464011325,2.03923054323022,0.249943511478845,0.707507264650464
"117","Rhodotorula",1.44436044827188,1.02649897490482,0.344107576863714,0.889317207972163
"118","Rozellomycota_gen_Incertae_sedis",0.137876363783822,0.45405501163516,0.128072226773681,2.79314210934532
"119","Sarocladium",0.158861625986032,0.705510606085599,2.97994064634744,0.0299384457839958
"120","Scopulariopsis",0.00791353544357247,0.0400325758622702,0,0.00111976282288844
"121","Sistotrema",0.00503137548930702,0.0445139368572599,0,0.00263355016819508
"122","Spermospora",0.179531205676849,0.0980333198736752,0.0185934458331943,0.282523614166473
"123","Spissiomyces",0.00501177767754222,0.039632007534086,0,0.00232329538835682
"124","Spizellomycetales_gen_Incertae_sedis",0.0392802384454166,0.00300460836685878,0,0.00221907812438504
"125","Sporidiobolus",0.216994987690394,0.506508956449501,0.773831341494242,0.411153765755254
"126","Sporobolomyces",0.0121425711237743,0.000777968773040694,0,0
"127","Stachybotrys",0,0,0.175933599597974,0.00182373819077711
"128","Stagonosporopsis",0.00110426190954292,0,0,0
"129","Starmerella",0.0253581085587986,0.0580023613021263,0,0.111168275084425
"130","Symmetrospora",1.95077769850511,1.35569343146757,0.328704471610137,0.12010666178881
"131","Syncephalastrum",0.019730364530347,0.0212431671498947,0.00145227989790472,0.0075021957393331
"132","Talaromyces",0.717386582821053,0.299999056166471,0.0112263248891702,1.03646564245061
"133","Tausonia",0.0954812529970536,0.563382000481309,0.130741281262185,0.110695935842103
"134","Tetracladium",0.0770172745719276,0.0189013746290123,0.00279949226050896,0.0797849160824069
"135","Thielaviopsis",0.0291201719117204,0.00882528983606556,0,0.00471325721422932
"136","Torula",0.000478566215618008,0.0056820007997096,0,0.0138330613684701
"137","Trametes",0.0611775040097284,0.0276652715170693,0,0.106340699228078
"138","Tremellales_gen_Incertae_sedis",0,0.0105972809431628,0.0450869582980986,0.0611924569663166
"139","Tricellula",0,0.0765250164915617,0.0299811276691093,0.00977554538359209
"140","Trichoderma",2.67222164743409,1.75479354243753,1.29002516577893,4.33854058982475
"141","Trichomerium",0,0.00505307754619827,0,0
"142","Trichosporon",0.341838845327612,0.140863316401859,0.188887847223478,0.503212321826203
"143","Uwebraunia",0,0.00435672935382646,0,0
"144","Verrucaria",0.00107677398514052,0.205743592462032,0.0776880049720323,0
"145","Vishniacozyma",6.54242935657343,5.5884586465783,1.98463078855819,4.55625810772778
"146","Wallemia",0.253692056940062,0.220847641634157,0,0.785459256914462
"147","Wickerhamiella",0.478659446278022,0.500804079193499,0.0344929479447689,0.245424116789135
"148","Wickerhamomyces",0.202601044514723,0.0454890654956599,0.0106480188708971,0.0979094849319084
"149","Yarrowia",2.56238031534846,0.396634567952689,21.130176842187,1.4280252932421
"150","Zalaria",0.0364835638245494,0.227237375039974,0.0141318671716854,0.0445600901777979
