"","OTUID","mean_abundance","sd_abundance"
"132","g__Talaromyces",0.0103646564245061,0.0221652537987945
"133","g__Tausonia",0.00110695935842103,0.00257630010807297
"134","g__Tetracladium",0.000797849160824069,0.00334235957615927
"135","g__Thielaviopsis",4.71325721422932e-05,0.000215988579540026
"136","g__Torula",0.000138330613684701,0.000559321796217292
"137","g__Trametes",0.00106340699228078,0.00428255308617173
"138","g__Tremellales_gen_Incertae_sedis",0.000611924569663166,0.00222561895016477
"139","g__Tricellula",9.77554538359209e-05,0.000447971766797869
"140","g__Trichoderma",0.0433854058982475,0.0965493711933792
"141","g__Trichomerium",0,0
"142","g__Trichosporon",0.00503212321826203,0.0107654430599458
"143","g__Uwebraunia",0,0
"144","g__Verrucaria",0,0
"145","g__Vishniacozyma",0.0455625810772778,0.166309668137234
"146","g__Wallemia",0.00785459256914462,0.0352694002581403
"147","g__Wickerhamiella",0.00245424116789135,0.0068280351111773
"148","g__Wickerhamomyces",0.000979094849319084,0.0040369683006225
"149","g__Yarrowia",0.014280252932421,0.0313585858641736
"150","g__Zalaria",0.000445600901777979,0.00146197658123095
