"","OTUID","mean_abundance","sd_abundance"
"140","g__Trichoderma",0.0767206277321622,0.132741963319636
"141","g__Trichomerium",3.84564109400798e-05,0.000153825643760319
"142","g__Trichosporon",0.00152930943548714,0.00388552855708463
"143","g__Uwebraunia",3.24633904081502e-05,0.000129853561632601
"144","g__Verrucaria",0,0
"145","g__Vishniacozyma",0.00234971925262214,0.00382811035659119
"146","g__Wallemia",0.00148548230095784,0.00428296020382824
"147","g__Wickerhamiella",0.00131481854649125,0.00252262628488285
"148","g__Wickerhamomyces",0.000357536082720984,0.00143014433088394
"149","g__Yarrowia",0.132104901345492,0.339084809661418
"150","g__Zalaria",0.000310280984279418,0.000691846378274941
