"","OTUID","mean_abundance","sd_abundance"
"100","g__Phaeococcomyces",0,0
"101","g__Phaeoisaria",1.35098621994056e-05,6.04179404890513e-05
"102","g__Phanerochaete",3.98816843364685e-06,1.78356314467064e-05
"103","g__Phialemonium",0.000270697024334277,0.00110950990567707
"104","g__Pichia",0.000247449672553071,0.000768812598084065
"105","g__Piskurozyma",4.99826289832762e-05,0.000135029121706824
"106","g__Plectosphaerella",7.44382926672246e-05,0.000332898165065877
"107","g__Pleurostoma",4.78884024596187e-05,0.000182505060128704
"108","g__Preussia",1.85806854673285e-05,6.80009528576532e-05
"109","g__Proceropycnis",0,0
"110","g__Pseudogymnoascus",0.0157358003145132,0.0689936084894319
"111","g__Pseudopithomyces",0.000153377955106032,0.000637226496506514
"112","g__Pseudotremella",0,0
"113","g__Pyrenochaetopsis",0.000185309554013382,0.000828729519308183
"114","g__Ramularia",0,0
"115","g__Rhizopus",0.000478270884771638,0.00087431297822037
"116","g__Rhodosporidiobolus",0.00012475630659953,0.000261521337654554
"117","g__Rhodotorula",0.00155998974165797,0.00415563441296682
"118","g__Rozellomycota_gen_Incertae_sedis",0.013336599288045,0.0470171028185564
"119","g__Sarocladium",0.0578792607619442,0.213862911532905
"120","g__Scopulariopsis",1.5289432513156e-05,6.83764208736246e-05
"121","g__Sistotrema",1.77025780543935e-05,7.91683358132397e-05
"122","g__Spermospora",0.00252595212220607,0.0109214646833555
"123","g__Spissiomyces",0,0
"124","g__Spizellomycetales_gen_Incertae_sedis",0,0
"125","g__Sporidiobolus",5.99529844033565e-05,0.000124551181366515
"126","g__Sporobolomyces",0.000167146933155422,0.000747503809532273
"127","g__Stachybotrys",0,0
"128","g__Stagonosporopsis",6.40759635804428e-06,2.86556420579342e-05
"129","g__Starmerella",0.00107857224335151,0.00420719425831365
"130","g__Symmetrospora",0.000523707874997626,0.00215715619524798
"131","g__Syncephalastrum",2.48413701080245e-06,1.11093984431548e-05
"132","g__Talaromyces",0.00010582761208731,0.000442672456309174
"133","g__Tausonia",0.000115083609588675,0.000345275561348884
"134","g__Tetracladium",0.00140594559757581,0.00428652413035258
"135","g__Thielaviopsis",3.19389044246029e-06,1.42835122840562e-05
"136","g__Torula",0,0
"137","g__Trametes",0.000986932445646884,0.00440364909988503
"138","g__Tremellales_gen_Incertae_sedis",0.000199658445166087,0.000685807449965837
"139","g__Tricellula",0,0
"140","g__Trichoderma",0.00130874034633081,0.00252785665317895
"141","g__Trichomerium",0,0
"142","g__Trichosporon",0.000721150439358166,0.00115646364814314
"143","g__Uwebraunia",9.24477314748969e-06,4.13438823887033e-05
"144","g__Verrucaria",0,0
"145","g__Vishniacozyma",0.0458051519292471,0.150884351870662
"146","g__Wallemia",6.65739139481716e-05,0.000259930435339341
"147","g__Wickerhamiella",0.000330124341895502,0.00070089642587196
"148","g__Wickerhamomyces",4.32051580311742e-06,1.93219340672653e-05
"149","g__Yarrowia",0.00129073820022583,0.00167913963449184
"150","g__Zalaria",0,0
