"","OTUID","mean_abundance","sd_abundance"
"51","g__Fungi_gen_Incertae_sedis",0.0269299408892892,0.143707381867785
"52","g__Fusarium",0.109484873295007,0.232968001464573
"53","g__Fusicolla",0.000542692860697645,0.00185587329759094
"54","g__Galactomyces",0.000602452849511622,0.00319965477989676
"55","g__Geotrichum",0.00217380839887836,0.00764669369049199
"56","g__Gibberella",0.000157001975418859,0.000656031770600442
"57","g__Gibellulopsis",0.000442980249039635,0.00166302211490938
"58","g__Hannaella",6.22823274737446e-05,0.000403635614450663
"59","g__Hanseniaspora",6.96825918792377e-05,0.000451594809162321
"60","g__Hormonema",4.97861288466409e-05,0.000265075318421899
"61","g__Huntiella",0.000782891273714263,0.00312660048426016
"62","g__Hyphopichia",0.000259681743525467,0.000950275646558888
"63","g__Inopinatum",0,0
"64","g__Iodophanus",6.31239805477142e-06,4.09090149781077e-05
"65","g__Irpex",4.09628858150683e-05,0.000256753189910993
"66","g__Issatchenkia",3.33748907222283e-05,0.000182252400346045
"67","g__Kazachstania",0.000609122153534311,0.00394756273071165
"68","g__Kluyveromyces",5.00599718462718e-07,3.24425696905286e-06
"69","g__Knufia",0.000153920811963775,0.000983646407402518
"70","g__Kurtzmaniella",0,0
"71","g__Kwoniella",6.14300464485085e-05,0.000390256398221286
"72","g__Lasiobolidium",0,0
"73","g__Lecanicillium",0.00173914013415395,0.00982154931869167
"74","g__Leptographium",0,0
"75","g__Leucosporidium",0.0163721680616405,0.049343690227098
"76","g__Malassezia",7.50228978638466e-05,0.000338614006045153
"77","g__Meyerozyma",0.00722030059301492,0.0318094630667012
"78","g__Microascus",0,0
"79","g__Mortierella",0.000204350072814394,0.00132433983361085
"80","g__Mrakia",0.000400413028966975,0.00124919182295287
"81","g__Mucor",0.0226342600198522,0.10996950363006
"82","g__Naganishia",0.0132920786004794,0.057929868041229
"83","g__Nakazawaea",1.11800603790007e-05,7.24550723088471e-05
"84","g__Neoascochyta",0,0
"85","g__Neocucurbitaria",0.000174261706321239,0.000557301258712453
"86","g__Neophaeotheca",0,0
"87","g__Neopyrenochaeta",0.000186996467249495,0.00107515928665247
"88","g__Neosetophoma",0.000654341909403417,0.00415483530247271
"89","g__Nigrospora",4.63016898623197e-06,3.00069245895794e-05
"90","g__Oidiodendron",0.000185363876273376,0.000861398459019548
"91","g__Ophiostoma",0.00232007174957882,0.00838851994584816
"92","g__Orbilia",0.000149464703309898,0.000485538961459418
"93","g__Paecilomyces",0.00166643683152608,0.00517886728076134
"94","g__Papiliotrema",0.00176448703077377,0.00632157613497258
"95","g__Paraphoma",0.00316002269066275,0.0100630287366902
"96","g__Parapyrenochaeta",0,0
"97","g__Penicillium",0.0722489164958363,0.190788268491692
"98","g__Periconia",0,0
"99","g__Petriella",0,0
"100","g__Phaeococcomyces",1.33799664476042e-05,6.20435512702516e-05
"101","g__Phaeoisaria",6.43326771400265e-06,4.16923398978903e-05
"102","g__Phanerochaete",1.38079589075143e-05,8.94858012538712e-05
"103","g__Phialemonium",0.000349199013812316,0.00157919222156795
"104","g__Pichia",0.000972957622929632,0.00478415780857115
"105","g__Piskurozyma",0.00328250493105203,0.0197871231666898
"106","g__Plectosphaerella",0.00679971581324949,0.0348872247227131
"107","g__Pleurostoma",0.00054730121394257,0.0022104576103536
"108","g__Preussia",5.32335007665978e-05,0.000147709944726288
"109","g__Proceropycnis",0,0
"110","g__Pseudogymnoascus",0.00822809054820517,0.0475551492731834
"111","g__Pseudopithomyces",0.000881993440429015,0.00281069166355213
"112","g__Pseudotremella",3.25118668313935e-05,0.000210700978555428
"113","g__Pyrenochaetopsis",8.82426447682772e-05,0.000571877699284921
"114","g__Ramularia",1.48307706784413e-05,9.61143791245283e-05
"115","g__Rhizopus",0.0107289672863553,0.0342456939806501
"116","g__Rhodosporidiobolus",0.00852653660669967,0.0248747676868199
"117","g__Rhodotorula",0.00618909769151838,0.0160504118620642
"118","g__Rozellomycota_gen_Incertae_sedis",0.018219448864808,0.0656484522203517
"119","g__Sarocladium",0.00368151837233691,0.0211330914510212
"120","g__Scopulariopsis",0.000115920164931294,0.000569056415634441
"121","g__Sistotrema",1.10475966942045e-05,5.68083827088863e-05
"122","g__Spermospora",0.00291812636236994,0.0113533733469046
"123","g__Spissiomyces",8.57223088256993e-05,0.000293612613406054
"124","g__Spizellomycetales_gen_Incertae_sedis",7.56089926311476e-07,4.90002275710298e-06
"125","g__Sporidiobolus",0.00758514512636948,0.0371318157238982
"126","g__Sporobolomyces",0,0
"127","g__Stachybotrys",0.00102132519334828,0.00388929992480283
"128","g__Stagonosporopsis",0,0
"129","g__Starmerella",0.000517333838481813,0.00291530856043178
"130","g__Symmetrospora",0.00195735251135493,0.00513945043284519
"131","g__Syncephalastrum",0,0
"132","g__Talaromyces",0.00132522528562883,0.00634758036190714
"133","g__Tausonia",0.00146780241685113,0.0069301194962345
"134","g__Tetracladium",0.000806588905626506,0.00302053169523518
"135","g__Thielaviopsis",2.35662860711466e-05,0.000152726989251602
"136","g__Torula",0,0
"137","g__Trametes",0.000490058834697949,0.00303813074763432
"138","g__Tremellales_gen_Incertae_sedis",0.000733388658924197,0.00271768205549868
"139","g__Tricellula",0.000303342638851091,0.0019658849851647
"140","g__Trichoderma",0.0245302471353912,0.0709643386558773
"141","g__Trichomerium",0,0
"142","g__Trichosporon",0.00011061170997589,0.000338389246041425
"143","g__Uwebraunia",0,0
"144","g__Verrucaria",0,0
"145","g__Vishniacozyma",0.0965022613900289,0.210732893898321
"146","g__Wallemia",4.14789117441882e-05,0.000268814071466228
"147","g__Wickerhamiella",5.9479511020515e-05,0.000304278892770194
"148","g__Wickerhamomyces",0.000577374009625206,0.0028897305155333
"149","g__Yarrowia",0.00149928674743962,0.00326459080695621
"150","g__Zalaria",9.36439137418836e-05,0.000603899582233605
