"","OTUID","mean_abundance","sd_abundance"
"40","g__Dictyosporiaceae_gen_Incertae_sedis",0.000199862643133505,0.00110392008159807
"41","g__Didymella",0.0638617219723891,0.207093843156921
"42","g__Dioszegia",0.000419624293736178,0.00225159124085012
"43","g__Diplodia",0,0
"44","g__Dipodascus",0,0
"45","g__Diutina",0,0
"46","g__Effuseotrichosporon",0,0
"47","g__Eucasphaeria",0,0
"48","g__Exophiala",0.0425326936380749,0.148376238594428
"49","g__Filobasidium",0.00496407889655574,0.0124200257603904
"50","g__Fomitopsis",0,0
"51","g__Fungi_gen_Incertae_sedis",0.0539398551831216,0.182407038904988
"52","g__Fusarium",0.167145059290628,0.314865419724518
"53","g__Fusicolla",0.00337402998306977,0.0210708104908069
"54","g__Galactomyces",0,0
"55","g__Geotrichum",0.0159819313898941,0.0683451903985285
"56","g__Gibberella",9.39611292589193e-05,0.000341504001298641
"57","g__Gibellulopsis",0.000550754311618477,0.00176265712573138
"58","g__Hannaella",0,0
"59","g__Hanseniaspora",7.50427912545637e-05,0.000468642081178979
"60","g__Hormonema",4.30124418163219e-05,0.000268612613049158
"61","g__Huntiella",0,0
"62","g__Hyphopichia",6.77565107922969e-05,0.000296920205347141
"63","g__Inopinatum",0,0
"64","g__Iodophanus",0,0
"65","g__Irpex",0,0
"66","g__Issatchenkia",4.82130781628413e-05,0.00020674995239515
"67","g__Kazachstania",0,0
"68","g__Kluyveromyces",0.000568018657803931,0.00247665776305475
"69","g__Knufia",1.67328010708993e-05,0.000104496309195364
"70","g__Kurtzmaniella",0,0
"71","g__Kwoniella",0,0
"72","g__Lasiobolidium",0,0
"73","g__Lecanicillium",0.00162729152424371,0.0101624323117126
"74","g__Leptographium",0,0
"75","g__Leucosporidium",8.35314087447411e-05,0.000521653480414307
"76","g__Malassezia",1.99197631938552e-05,0.000124398881274196
"77","g__Meyerozyma",3.74021233185408e-05,0.000233576185260137
"78","g__Microascus",0,0
"79","g__Mortierella",0.000220069309184732,0.00137433239536757
"80","g__Mrakia",0,0
"81","g__Mucor",0.00165904557043467,0.00656997784092747
"82","g__Naganishia",0.00473811488818088,0.0152819050679537
"83","g__Nakazawaea",0,0
"84","g__Neoascochyta",0.000181429959532055,0.00108701810729649
"85","g__Neocucurbitaria",0.000155050409245936,0.000550985731611516
"86","g__Neophaeotheca",0,0
"87","g__Neopyrenochaeta",0.000177660085763069,0.00110948687998565
"88","g__Neosetophoma",0.000906741096436257,0.00445742685206679
"89","g__Nigrospora",0,0
"90","g__Oidiodendron",3.94416025242626e-05,0.000246312728817645
"91","g__Ophiostoma",0.000337380995935358,0.00196727877190321
"92","g__Orbilia",0,0
"93","g__Paecilomyces",0.000641446414912975,0.00400583157721135
"94","g__Papiliotrema",0.000350453192914339,0.00107240535923734
"95","g__Paraphoma",0.00546829374585444,0.0269344215670683
"96","g__Parapyrenochaeta",0,0
"97","g__Penicillium",0.0156140035015087,0.0349501488023497
"98","g__Periconia",0,0
"99","g__Petriella",0,0
"100","g__Phaeococcomyces",5.7004487474689e-06,3.55992910179159e-05
"101","g__Phaeoisaria",0,0
"102","g__Phanerochaete",0,0
"103","g__Phialemonium",0,0
"104","g__Pichia",0.00110245734034272,0.00495564671079383
"105","g__Piskurozyma",0.0033711679217838,0.0205398319079637
"106","g__Plectosphaerella",0.00862383874454545,0.0366843060746134
"107","g__Pleurostoma",0,0
"108","g__Preussia",0,0
"109","g__Proceropycnis",0,0
"110","g__Pseudogymnoascus",0.000401721449239258,0.00136006025459828
"111","g__Pseudopithomyces",3.69681670331178e-05,0.000143144988675711
"112","g__Pseudotremella",0,0
"113","g__Pyrenochaetopsis",0,0
"114","g__Ramularia",8.40624053799939e-05,0.000524969553338617
"115","g__Rhizopus",0.022697334525776,0.113704933294638
"116","g__Rhodosporidiobolus",0.00211490663559023,0.0129593520503819
"117","g__Rhodotorula",0.00291167949653912,0.00656571366091909
"118","g__Rozellomycota_gen_Incertae_sedis",0.00108368807270037,0.00454194746330734
"119","g__Sarocladium",0.0252148823921706,0.153080756090893
"120","g__Scopulariopsis",0,0
"121","g__Sistotrema",0,0
"122","g__Spermospora",0.000157329157050105,0.000705414348503501
"123","g__Spissiomyces",0,0
"124","g__Spizellomycetales_gen_Incertae_sedis",0,0
"125","g__Sporidiobolus",0.00654780365879743,0.0383707648280101
"126","g__Sporobolomyces",0,0
"127","g__Stachybotrys",0.00148866891967516,0.00429720935799517
"128","g__Stagonosporopsis",0,0
"129","g__Starmerella",0,0
"130","g__Symmetrospora",0.00278134552900885,0.0145349355116142
"131","g__Syncephalastrum",1.228852221304e-05,7.67417966237088e-05
"132","g__Talaromyces",9.49919798314405e-05,0.000409006238084704
"133","g__Tausonia",0.0011062723799108,0.00621386859600644
"134","g__Tetracladium",2.36880114350758e-05,0.000147931583998087
"135","g__Thielaviopsis",0,0
"136","g__Torula",0,0
"137","g__Trametes",0,0
"138","g__Tremellales_gen_Incertae_sedis",0.000381505031753142,0.00234250577340691
"139","g__Tricellula",0.000253686464892464,0.0015842714654742
"140","g__Trichoderma",0.010915597556591,0.0295718441157035
"141","g__Trichomerium",0,0
"142","g__Trichosporon",0.00159828178419866,0.00716228940488208
"143","g__Uwebraunia",0,0
"144","g__Verrucaria",0.000657360042071043,0.00410521214696075
"145","g__Vishniacozyma",0.0167930297493385,0.0713249459189289
"146","g__Wallemia",0,0
"147","g__Wickerhamiella",0.000291863405686506,0.00178116770977088
"148","g__Wickerhamomyces",9.00986212152833e-05,0.0005626657091479
"149","g__Yarrowia",0.178793804049275,0.3835423296644
"150","g__Zalaria",0.000119577337606569,0.000634464688969197
